next_O3,next_PM2.5,next_PM10,next_CO,next_SO2,next_NO2
10.6,9.8,18.7,0.3,2.4,8
13.4,9.3,17.5,0.3,2.7,8
15.8,8.4,15.8,0.2,2.3,5.9
16,7.9,14.1,0.2,3.2,5.4
15.3,7.5,13.4,0.2,3.1,7.5
18.1,7.3,11.9,0.2,2.6,7.2
20.8,7.1,10.5,0.2,2.4,6.2
29.5,6.2,10.9,0.2,2.1,5.8
40.2,6,11.5,0.2,2.1,6.6
42.4,6.4,15,0.2,2.7,6.3
30.2,7,19.8,0.2,2,4
29.1,7.4,21.6,0.2,2,3.3
29.9,7.6,24,0.2,2,3.4
28.8,7.4,23.9,0.2,1.9,3
28.3,7.5,21.8,0.2,1.7,3.9
25.5,7.3,21.9,0.2,1.8,5.7
21.9,7,21.6,0.2,2.3,8.6
16.7,6.8,22.5,0.2,2.8,12.3
14.1,6.5,24.4,0.2,2.6,12.8
13.4,6.8,24.2,0.2,2.3,10.7
11.1,6.8,23.6,0.3,2.9,10.6
12.2,8,22.3,0.3,3,9.6
13.7,8.3,20,0.3,2.4,8.1
12.4,8.2,18.5,0.3,2,8.2
14.4,8.2,16.9,0.3,2,7.4
15.9,7.7,16.1,0.2,1.9,5.8
16.4,7.3,14.3,0.2,1.8,4.1
15.6,6.8,12.4,0.2,1.7,4.4
16.4,6.2,10.9,0.2,1.7,4.3
18.5,5.8,10.2,0.1,1.4,3.6
21.2,5.7,10.6,0.1,1.2,3.3
26.5,5.5,11.8,0.1,1.1,3.7
32.1,6.2,13.4,0.1,1.7,4.5
23.7,6.2,18.2,0.1,1.8,4.2
23.9,6.5,20.5,0.1,1.8,4.2
27.1,6.7,20.9,0.1,1.2,3
26.2,6.7,22.8,0.1,1.3,2.8
27.5,6.5,20.8,0.1,1.2,3.2
24.6,6.5,22.4,0.1,1.3,4.1
22.4,7.1,22.5,0.1,1.2,4.9
18.5,7,20.9,0.1,0.5,4.5
9.8,6.7,19.7,0.1,2.4,9.5
7.8,6,17.3,0.2,3.6,11.7
8.9,5.5,16.6,0.2,2,11.8
9.7,5.8,16.9,0.2,2.5,10.9
9.9,6.1,16,0.2,2.3,8.3
14.4,6.8,15.7,0.2,2.7,4.6
14.1,8,15.2,0.2,0.5,2.8
14.3,8,12.9,0.2,0.5,2.4
13.5,7.6,10.9,0.2,0.5,3
12.2,6.6,8.7,0.2,1.5,4.3
11.8,4.8,7.7,0.2,2.2,5.2
13.4,4.7,7.3,0.1,1.2,5.4
15.3,4.8,7,0.1,1.1,4.5
18.7,4.8,6.7,0.1,1.3,4.9
24.7,5,6.5,0.1,0.5,3.2
31.8,4.4,7.2,0.1,1.1,4.1
38.4,4.2,6.8,0.2,3.6,9
33.5,4.9,9.2,0.2,2.1,5.7
25.1,5,10.8,0.2,1.5,4.7
35.6,4.5,11.5,0.2,1.1,3.2
29.7,4.7,13,0.2,1,4.4
26.2,4.4,12.7,0.2,0.5,5.3
27.4,5.3,13.1,0.2,0.5,7.6
25.2,6.8,14.7,0.2,0.5,7.2
19.6,7.4,15,0.2,1.1,9.1
18.9,8.5,15,0.2,1.1,8.3
15.6,8.7,15.5,0.2,1.4,11.6
17.4,9,15.5,0.2,0.5,9.3
11.4,9,14.4,0.3,0.5,9.9
14.8,8.7,14.8,0.3,0,9.3
8.7,9,13.8,0.3,2.4,7
9.3,8.7,12.9,0.3,2.6,7.4
7.5,9.3,14,0.2,2.3,9.4
13,9.8,13.8,0.2,2.2,5
11.9,8.8,13.5,0.2,2.2,6.7
8.6,7.8,13,0.2,2.8,9.1
16.7,6.9,13.1,0.2,2.7,7.2
26,6.2,12.8,0.2,3,5.9
31.4,6.1,14,0.2,3.4,5.7
39.9,6.2,14.2,0.2,5.3,9.1
45.2,7,15.8,0.2,4.3,8.4
48.8,7.5,18.9,0.2,3.3,5.4
36.7,8.2,19.6,0.2,3.7,6.9
33,8.9,20.7,0.2,3.1,4.5
35.5,8.9,20.2,0.2,2.9,3.3
32.8,9,19,0.2,3,4.5
28.6,8.8,19.3,0.2,3,4.5
23.6,8.1,18.7,0.2,3.7,8.1
21.5,8,18.5,0.2,3.2,8.1
19.7,7.5,17.3,0.2,3.1,8.1
14.9,7.3,16,0.2,3.5,12.5
13.9,7.9,16.4,0.2,3.1,14.3
17.5,8.3,16.6,0.2,3.1,9.2
14,8.2,16.2,0.3,2.1,10.9
14,9.2,14.7,0.3,1.4,10.9
12.6,8.9,13.7,0.3,2.1,10.9
14.4,8.6,12.6,0.2,1.9,10.9
14.2,8.3,12.2,0.2,1.6,10.9
12,7.2,12.5,0.2,2.5,10.9
13.5,7.1,12.4,0.2,3.3,5.3
16.4,6.7,12.8,0.2,2.1,3.7
20.8,6.1,11.2,0.1,1.9,3.6
27.1,6.1,11.1,0.1,1.7,10.9
32.8,5.5,10.8,0.1,3.2,6.4
31.8,5.3,11.6,0.1,3.7,6.3
38.8,6.3,13.6,0.1,2.2,4.2
34.4,6.5,16.2,0.1,1.9,3.5
31.9,7,17.7,0.1,2.3,4.5
30.8,7.2,17.9,0.1,2.4,5
25,6.8,17.4,0.1,1.5,2.8
22.7,6.6,16,0.1,1.3,3.2
17.5,6,14.8,0.1,1.5,5.2
13.5,5.6,14.4,0.1,1.7,7.9
11.9,5.8,14.8,0.2,2.9,9.2
12.6,5.8,15.6,0.2,1.9,12.8
17.3,6.8,17.6,0.2,1.8,10.6
17,7.6,18.5,0.2,1.8,6.4
10,8.3,19.2,0.2,2.1,9.3
8.8,9.5,19.2,0.2,1.6,10.6
9.1,10.1,18.7,0.2,1.6,10.1
10,10.4,18.6,0.2,1.5,9.4
10.9,10.1,18.5,0.2,0.5,7.6
13,9.8,18.6,0.2,0.5,6.7
14.2,10.1,18.2,0.2,0.5,6
18.5,10.4,17.7,0.2,0.5,5.7
22.6,10.1,17,0.2,0.5,6.3
27.7,9.5,17.3,0.2,1.1,6.1
35.6,8.1,18.2,0.2,1.8,10.9
41.8,7.3,20.8,0.2,2.9,8.4
36.3,7.6,23.5,0.2,2.6,7.7
30.6,7.7,24.7,0.2,3,7.6
30.7,8,26.1,0.2,3.2,9.6
23.6,8.1,25.1,0.2,1.6,4.4
22.3,7.3,23.2,0.2,0.5,3.8
21.3,6.9,21.7,0.2,0.5,4.8
19.4,6.5,19.8,0.2,0.5,4
17.8,6.2,18,0.2,0.5,5
9.7,6.2,17.3,0.2,3.4,13.3
12.2,6.2,17.3,0.2,1.7,9.5
9,5.8,16.7,0.2,2.6,12.3
9.8,5.9,15.9,0.2,3,11.8
10.7,5.8,15.4,0.3,1.9,9.9
12.8,6.1,14.3,0.3,2.4,7.1
14.1,6.8,13.8,0.2,2.1,6.1
14,6.7,13.3,0.2,1.9,5.9
13.2,6.8,13.7,0.2,2,6
15.5,6.3,13.2,0.1,1.9,5.8
17.7,5.8,12.7,0.1,2,4.9
19.1,5.4,12.7,0.1,2.1,5.2
23.3,5.5,12.9,0.1,2.3,5.7
26.8,5.8,13.5,0.1,4,8.6
40.8,6.8,16.1,0.1,4.5,9.1
39.7,7.2,18.4,0.1,2.6,4.6
34.5,7.2,19.2,0.1,2.6,4.6
30,7.3,19.7,0.1,3.2,5.7
25.6,6.6,19,0.1,2.2,3.5
26.5,6.6,17.6,0.1,2.4,4.5
21.4,6.6,16.8,0.1,1.8,3.5
18.9,6.1,16.4,0.1,2.1,5.2
20.9,5.5,16.6,0.1,2.6,7.3
18.1,4.8,17,0.1,2.4,6.2
10.8,4.2,17.6,0.1,2.8,11.7
11.1,4.1,17.4,0.1,2.9,11.9
15.1,4.6,16.7,0.1,2.6,8.2
15.6,5.2,14.5,0.2,3.2,6.6
17,5.6,12,0.2,2.6,5.1
16.5,6.6,10.5,0.1,1.9,4.5
18.4,6.6,8.5,0.1,1.2,3.6
19.6,6,8.2,0.1,1,2.7
19.3,5.6,7.8,0.1,0.5,3.6
17,4.6,7.4,0.1,1.2,4.1
13.3,3.8,6.8,0.1,1.4,7.3
13.8,3.3,6.4,0.1,2,9.4
20,3.9,6.8,0.2,1.7,7.3
23.3,4.7,7.5,0.2,2.6,8.6
24.3,5.1,9.7,0.2,5.7,13.2
37.3,5.8,13.8,0.2,4,8.1
32.4,5.7,17.4,0.3,2,10.9
47,6.6,20.8,0.3,2.4,2.2
37.7,6.8,22.3,0.3,2.6,3.1
25.3,6.5,22,0.3,2.7,6.8
20.8,6.9,18.8,0.3,3.6,8.8
16.3,6.1,18,0.3,2.8,10.6
15.3,6.9,17.9,0.3,3.6,11.7
14.8,7.8,16.7,0.3,3,11.5
17.4,7.9,17.5,0.3,2.6,8.4
17.2,7.8,15.5,0.3,3.1,6.9
13.1,7.4,13,0.3,3.1,9.2
15.2,7,12.2,0.3,2.6,6
7.3,6.9,10.3,0.3,2.6,10.1
7.9,6.9,9.3,0.3,1.7,11.9
1.8,7,10.1,0.3,1.7,12.8
3.1,7.1,10.1,0.3,1.6,11.2
2.3,6.9,12.1,0.3,1.6,10.9
3.5,6.7,13.7,0.2,2.3,9.6
4.7,7,14.2,0.2,2.2,11.7
14.1,6.9,14.6,0.3,1.9,12.1
22,7,14.4,0.3,1.5,7.3
31.7,6.8,13.6,0.3,2.2,9
42.1,6.7,13.7,0.3,2.9,8.9
52.7,7.5,15.9,0.3,4.1,8.5
58.5,8,19.2,0.3,4,9.3
37.2,8.7,22,0.3,2.9,8.9
36.9,9.8,24.2,0.3,2.5,7.7
34.8,10.1,24.8,0.3,1.5,5.1
25.7,9.8,25,0.3,1.2,9.4
18.8,10.1,23.7,0.3,2,12.4
12.1,9.3,22.4,0.3,1.7,15.7
8.9,9,20.6,0.3,1.6,17.5
7.3,8.9,18.6,0.3,1.6,16.4
6,8.5,18.3,0.4,1.5,18.2
2.5,9,17.2,0.4,1.5,16.6
1.4,8.7,16.8,0.4,1.7,16.2
2.5,8.2,16.8,0.4,1.2,14.2
4,7.8,17.7,0.4,1.3,9.3
4.1,7,17.3,0.4,1.4,8.7
3.1,6.3,16.6,0.4,1.4,9.3
1.8,6.5,15.3,0.3,1.5,9.5
2.7,6.4,14,0.3,1.7,8.3
3.2,5.9,13.5,0.3,1.7,9.7
7.9,5.9,14.7,0.2,2.2,11.8
18,6,15.8,0.2,1.8,8.2
26.3,6,16.8,0.2,1.6,7.3
35.9,5.9,17.6,0.2,2,9.5
45.8,6,19.2,0.2,4.7,14.1
49.5,7.1,22.1,0.3,3.9,12.9
34.3,8,24.7,0.3,2.7,9
39.9,8.7,26,0.3,1.9,6.1
47.5,9.5,25.6,0.3,1.7,5.4
31.4,9.9,25.1,0.2,1.5,5.7
25.9,10.1,23.5,0.2,1.4,10.9
25.2,10.4,23,0.2,1.3,6.5
25.5,10.1,22.8,0.2,1.6,10.2
24,9.5,21.1,0.2,2.3,12
18.8,9.9,20.5,0.2,2.5,13.2
18.9,10.5,20.5,0.3,2.5,11
18.3,11,19.5,0.3,2.7,9.2
16.1,10.7,18,0.3,1.5,9.8
14.7,10.5,16.3,0.3,1.4,10.9
13.9,10.3,15.1,0.3,1.1,8.5
9.7,9.6,14.7,0.3,1.7,10.6
8.5,8.9,14.5,0.3,1.8,11
15.2,8,14.6,0.2,1.4,8.6
14.7,7.7,14.2,0.2,1.3,8.2
15.4,7.5,13.3,0.2,1.4,9.2
22.3,8.2,13.1,0.2,2.1,8.1
26.5,8.4,13,0.2,3.1,10.2
34.4,8.4,13.8,0.3,3.1,10.2
41.2,8.7,14.9,0.3,3,8.4
36.2,9.5,17.1,0.3,2,6.5
23.8,9.9,18.8,0.3,1.3,3.9
23.2,9.5,19,0.3,1.3,5
22.6,10.1,18.8,0.3,1.4,5.9
22,9.5,17.6,0.3,1.1,3.8
22.6,9.2,16.3,0.3,1.4,6.2
20.3,9.3,16.9,0.3,0.5,6.2
17.5,9.4,16,0.3,0.5,9
11.5,9.5,15.8,0.3,2,13.2
6.2,9.7,17.2,0.3,2.5,16.5
10.9,10.1,17.3,0.3,1.7,11.4
10.6,10.2,18.1,0.3,1.4,10.7
9.4,11,18.6,0.3,1.6,12.3
10.2,12.1,18.2,0.3,1.8,11.7
12.4,12.9,18.3,0.3,2.4,9.7
18.2,13,18,0.3,1.9,7.8
18.4,12.2,17.3,0.3,2.7,6.4
18.4,11.3,17,0.3,2.6,6.7
18.1,11,15.8,0.3,2.1,5.8
21.3,11,15.2,0.2,2.3,5.8
27.4,11.3,15.7,0.2,1.7,6.3
30.1,11,16.1,0.2,2.9,8.9
38.4,11.5,20,0.2,3.2,7.6
37.4,11.5,21.4,0.2,4,8.9
26.4,11.5,23.3,0.2,2.4,4.8
24.8,11.6,23.5,0.2,2.2,5.2
28,10.7,20.5,0.2,2.3,4.8
26.5,10.7,19.9,0.2,1.6,2.5
26.1,10.5,17.9,0.2,1.3,3.2
22.5,9.7,17.6,0.2,1.6,5.4
19.1,10.8,18.7,0.2,1.4,6.2
11.6,10.6,19.8,0.2,3.4,14
12.7,11.8,19.8,0.2,2.7,13
11.2,12.2,20.3,0.3,2.5,13.7
12,11.2,19.7,0.3,2.6,14
13.6,11.7,20.2,0.3,2,11.6
12.2,11.8,20.4,0.3,1.9,9.2
11.6,13.3,20.4,0.3,1.8,8.8
15.5,13.2,19.5,0.3,1.4,5.6
15.3,12.1,18.7,0.3,1.3,5.5
17,10.7,17.4,0.3,1.6,4.9
14.1,9.2,16.6,0.2,2.2,6.8
14.1,9,16.6,0.2,2.2,8.5
18.7,9.5,15.3,0.2,1.6,5.6
20.3,9.5,15.3,0.2,1.2,5.6
23.3,9.4,16.5,0.2,1.4,6.8
23.4,9.9,19.2,0.2,1.2,4.8
24.6,9.6,21.8,0.2,1.4,4.8
20.8,9,23.2,0.2,1.3,3.5
21.6,8.3,22.9,0.2,1.5,2.9
19.1,7.2,21.8,0.2,1.4,3.1
19.4,6.7,20.2,0.2,1.5,3.1
20.3,6.6,19.8,0.2,1.6,3.9
20.1,7.2,20.1,0.2,1.4,4.1
19.8,7.2,18.7,0.2,1,4.4
14.8,7.3,19.2,0.2,1.6,8
8.5,7.5,18.7,0.2,4.4,13.7
9.6,6.8,17.5,0.2,3.5,12.9
8.8,7.6,17.7,0.3,2,13.7
13,8.2,17.5,0.3,2.5,9.5
12.8,9.2,16.8,0.3,1.9,7.6
14.5,9.7,15.9,0.3,2.2,5
16.4,8.8,13.5,0.3,1.9,4.4
17.1,8,12.2,0.2,1.9,3.8
17.5,7,10.8,0.2,1.9,3.7
18.6,6.1,9.3,0.2,1.7,3.3
16.8,5.9,9,0.1,1.9,4.9
17.4,5.2,7.8,0.1,1.7,5.5
19.3,4.6,7.4,0.1,1.8,6.2
25.9,5,8.3,0.1,1.7,5.4
32.4,4.7,9.8,0.1,3.6,9.2
33.1,4.8,12.5,0.1,2.9,5.4
27.9,4.5,15,0.1,2.1,3.7
22.6,3.9,14.9,0.1,3,6.2
20.8,4.3,16.1,0.2,3.3,7
26.7,4.3,15.5,0.2,2,3.7
29,4.2,15.4,0.1,1.6,3.8
28,4.4,16,0.1,1.6,4.2
19.5,4.3,16.7,0.1,2,8.5
13,5.6,17.4,0.1,3.4,13
14.8,6.5,17.7,0.2,3.2,13.9
20.3,6.8,18.6,0.2,2.7,10.7
17.2,6.5,17.2,0.2,2.3,10.6
14,5.6,16.3,0.2,1.8,9.2
11.4,5.3,15.6,0.2,2.4,8.6
9.6,6.1,14.9,0.2,3.1,12.1
10.4,7,15.3,0.2,3.6,10.6
11.4,7.2,14.7,0.2,3.4,8.5
14.3,7.8,13.2,0.2,2.1,6.2
14.9,7.2,11.8,0.2,2.1,5.4
14.3,6.8,9.7,0.2,2,6.2
14.2,6.2,8.2,0.2,1.9,6.8
16.6,5.2,7.8,0.2,1.7,8.8
27.4,5,7.2,0.2,1.8,6.2
27.6,4.7,8.5,0.2,4.6,12.1
35.3,5.8,12.5,0.2,2.8,6
24.6,6.5,15.1,0.2,2,10.9
32.4,7.1,17,0.2,1.6,5
25.9,8.4,19,0.2,1.3,3.7
25.8,7.9,19,0.2,1.6,3.8
23.4,7.4,19.7,0.2,2.7,3.6
22.4,6.4,20.8,0.2,2.6,5.1
15.9,5.6,19.6,0.2,3,8.7
11.7,6.4,18.8,0.2,4.1,11.5
11.5,7.3,18.5,0.2,3.1,10.2
14,8.6,18.4,0.2,2.6,7.5
14.7,8.7,18.7,0.2,2.3,5.6
15.4,7.8,16.2,0.2,2.4,5
15.4,7.4,14,0.2,1.7,5.2
16,6.5,12.9,0.2,2.3,3.1
16,6,11.3,0.2,2.3,2.3
17.2,5.8,10.4,0.2,2.3,2.1
16.3,5.2,9.7,0.1,2.7,2.6
17.9,5.3,9.2,0.1,2.3,2.3
16.9,4.8,8.2,0.1,2.6,3
16.9,4.4,8.9,0.1,2.4,3.7
20.6,4.6,10.2,0.1,2.1,4.2
27.6,4,11.1,0.1,2.1,4.6
31.3,4.7,15.8,0.1,2.1,6.3
38.5,6.4,19.8,0.1,2.4,6.4
40.3,7.4,24.4,0.2,2.7,4.9
37.6,8.6,26.8,0.2,3,3.8
26,9,28.2,0.2,1.8,3
23.1,8.3,28,0.2,2.3,3.7
20.5,8.2,28,0.2,3.2,7.7
15.5,8.2,30.1,0.2,3.8,9.9
14.3,8.5,30,0.2,3.6,10
13.5,8.7,30.2,0.2,2.9,8.6
15,8.8,29.4,0.2,2.8,7.4
18.7,9.5,26.6,0.2,2.9,6.6
18.4,9.2,23.3,0.2,2.6,5.1
16.1,9.2,21,0.2,2.5,3.5
13.9,8.8,18.2,0.2,2.2,3.1
14.3,8.5,16.7,0.2,1.6,2.6
14.9,8.2,15.5,0.2,1.2,2.8
11.5,7.8,15,0.2,1.5,3
10.6,7.6,14.3,0.1,1.7,3.3
10.5,6.8,13.6,0.1,1.3,3.7
9.5,6.3,11.9,0.1,1.2,5
9.6,5.6,11.1,0.1,1.4,6
12.1,5.6,10.6,0.1,1.6,5.4
21.6,5.5,10.5,0.2,1.6,5.6
37,5.2,12.1,0.2,1.9,7
32.1,6.1,15,0.2,1.7,4.5
22.6,6.6,17.4,0.2,2,4.8
18.3,6.8,19.8,0.2,2.1,5
26.3,7.3,23.7,0.2,1.1,3.3
23.1,7.2,25.7,0.2,0.5,2.8
19.5,7.6,25.8,0.2,0.5,3.4
22.1,7.5,25,0.2,0.5,3.4
18.9,7.3,23.2,0.2,0.5,4.7
16.3,7.2,21.2,0.2,1.2,4.8
17.6,6.9,20.1,0.2,1.4,3.9
9.8,7.5,19.9,0.2,2.9,9.4
6.4,8,19.2,0.2,4,12.3
5.9,8.4,18.4,0.3,2.7,12.3
6,8.8,18.9,0.3,2.4,12.6
5.7,10.1,18.6,0.3,1.3,12.9
10.4,10.3,18.1,0.3,1.2,9
11.5,10.2,16.9,0.3,1.1,6.8
8.6,9.7,15.4,0.2,2.1,8.3
7.5,8.9,14.3,0.2,2.6,10.5
11.9,8.8,13.8,0.2,2,10.2
17.2,8.8,13.8,0.2,1.8,7.5
22.2,8.7,13.7,0.2,1.1,5
23.6,7.8,14.1,0.1,3.3,8.5
28.3,8.8,14.6,0.1,2.3,4.8
39.2,8.6,15.4,0.1,2.3,4.7
35.7,8.4,15.4,0.2,2.4,5.6
22,9.4,16.7,0.2,2,5.6
20.2,8.8,17,0.2,2.5,5.6
22.4,8.4,17.4,0.2,2,5
23.8,8.7,17.8,0.1,1.7,4
18.9,8,17.8,0.2,1.4,5.7
14.9,7.5,17.2,0.1,1.4,6.1
10.1,8.1,16.1,0.2,2,10
7.1,8.5,16.3,0.2,3.2,12.8
4.7,9,15.7,0.2,3.2,14.8
4.8,9.5,16.7,0.2,3,16.4
8.2,10.2,17.1,0.2,2.7,14.2
8.1,11.2,17.5,0.2,1.7,13.6
7.6,12.3,17.8,0.2,2.9,12.2
5.8,12.2,16.6,0.2,2.1,12.9
6.4,12,16.1,0.2,1.6,11.2
6.7,11.5,16,0.2,1.6,9.5
6.5,10.4,15.3,0.2,1.5,9.4
9.1,9.7,15.8,0.2,2.3,10.9
15.6,9.9,15.2,0.2,1.8,10.9
20.3,9.9,14.7,0.2,2.4,10.9
21.1,9.5,14,0.2,4,10.9
29.7,10.4,13.3,0.2,3.3,6.9
23.2,9.7,14.4,0.2,1.9,10.9
26.2,8.8,14.2,0.2,1.7,2.6
25.9,8.8,13.9,0.2,1.5,2.4
19.9,7.9,13.9,0.2,2,3.8
17.3,8,12.9,0.2,1.4,4.6
16.4,8.1,12.1,0.1,1.4,5
17.7,7.7,11.8,0.1,1,4.5
13.7,7.7,11.3,0.1,0.5,5.1
9.7,7.8,11.7,0.1,0.5,7.5
7.8,7.5,12.5,0.1,0.5,9.5
4.2,8.2,13.2,0.2,1.5,13
3.6,8.6,13.6,0.2,1.6,12.4
4.1,9,14.4,0.2,1.8,10.8
5.7,9.5,15.5,0.2,2.4,10.6
8.5,9.2,15.9,0.2,2.4,8.9
11.3,9.4,15.8,0.2,2.3,8.8
9.3,10.5,16.6,0.2,1.7,7.2
7.1,10.8,17,0.2,1.7,8.5
5.8,11.4,17.2,0.2,2.1,10.2
5.2,12.2,18.3,0.2,3.3,12.1
11.5,12.2,17.5,0.2,3.6,11.2
18.6,12.7,17.2,0.2,3.6,8.6
22.2,12.6,18.1,0.2,4,9.9
29.6,13.1,21,0.2,5.2,10.6
32.6,12.8,23.2,0.2,4.3,7.3
33.2,12.7,23.8,0.3,3.6,6.8
30.9,12.8,23.2,0.3,3,5.8
26.1,11.9,21,0.2,2.9,6.3
19.7,11,17.2,0.2,3.8,9
22.6,10.7,16.2,0.2,1.8,5.2
23.6,10.7,15.2,0.2,1.6,5.6
23.8,10,14,0.2,1.5,9.2
20.6,9.5,15.5,0.2,2.2,12.4
23,9,15.5,0.2,1.5,8.8
21.3,8.5,16.1,0.2,1.3,7.4
18,8.1,14.2,0.2,1.5,8.8
17.3,7.8,12.7,0.2,2,7.9
11.3,8.4,11.6,0.2,2.6,11.2
8.5,8.3,11.2,0.2,2.3,12.5
9.3,9.3,12.5,0.2,2.6,12.9
9.6,10.2,14.2,0.2,2.3,11.4
7.3,10,15.3,0.2,2.2,12.9
10.4,10.4,16.8,0.2,1.8,14.2
12.2,11,18.2,0.2,2.6,14.3
17.9,12.4,19.5,0.2,2.2,11
26.7,12.9,20.8,0.2,1.9,10.7
42.4,13.2,20.7,0.3,2.6,9.9
49.2,13,23.1,0.3,3.5,10
57.9,12.4,23.8,0.3,3.1,7.5
57.7,11.9,23.7,0.3,2.7,5.8
46.7,11.9,24.5,0.3,2.2,4.4
44,11.2,22.2,0.3,3.1,4.9
38.3,10,20.5,0.3,2.1,4.4
33.6,9.7,19.1,0.2,1.6,5.1
45.5,10,18.3,0.2,1.7,6.3
47.7,10.2,19.5,0.2,1.4,7.3
48.6,10.8,20.8,0.2,1.4,7.5
52.3,11.1,21.8,0.2,1.6,5
54.2,11.1,21.8,0.2,1.8,6
63,11.6,20.5,0.2,1.8,4.2
53.2,12.2,19.8,0.2,1.5,4.3
45,12.3,19.8,0.2,1.9,4.6
30.8,13.9,19.2,0.2,1.6,4
19.3,12,17.4,0.2,2.1,9.7
25.6,10.1,16.7,0.2,1.8,6.3
16.8,9.9,14,0.2,2,8.1
22.2,8.6,13.3,0.2,1.4,7.9
21.4,10,14.4,0.2,1.5,11.7
25.8,11.4,13.8,0.2,1.3,10.1
27,11.2,14.9,0.2,1.5,9.5
36.3,10.5,16,0.3,2.3,8.4
48,10.4,17,0.3,1.6,5.8
60.4,10.1,17.5,0.3,2.4,5.7
63.3,10.6,19,0.3,2.4,5
61.1,12.2,20.5,0.3,3.9,10
65.7,12.9,22.9,0.3,5.3,13.8
71.7,16.1,24.2,0.3,4.7,12
59,17.3,28.3,0.3,3.5,7
49.9,16.6,31.5,0.3,2.6,5.5
40.6,17.3,32.1,0.4,1.9,6.9
36.1,15,33.2,0.4,2.3,9.3
32,14.9,31.2,0.4,2.1,9.9
26.9,15.2,28.5,0.4,2.5,9.1
20.8,14.7,26.5,0.4,2.9,8.1
22.4,14.3,25,0.4,2.3,5.8
22.3,13.3,22.9,0.4,1.8,3.4
22.2,12.6,19.7,0.3,1.4,1.7
22.2,11.7,17.1,0.3,1.8,1.5
20.6,10.9,15.6,0.3,2.1,10.9
21,10.6,14.1,0.2,1.6,10.9
20.2,9.7,13.3,0.2,1.8,10.9
19.2,8.8,12.2,0.1,1.9,10.9
20.2,7.9,11.3,0.1,1.8,10.9
22.7,7,11.5,0.1,0.5,10.9
26.2,6.8,12,0.1,1.3,4.2
27.6,6.6,13.9,0.1,1.4,3.7
34,6.9,14.7,0.1,1.6,4.6
26.5,7.1,14.4,0.1,2.3,6.1
22.8,7.3,17.8,0.2,1.7,5.3
20.5,7.4,19.2,0.2,1.5,4.8
20,7,19.3,0.2,1.5,4.4
20.2,6.5,19.2,0.2,2.3,4.2
17.2,5.8,17.1,0.2,2.3,5.8
13.6,5.4,16.2,0.2,2.2,9.3
13.2,5.6,16.6,0.2,2.2,7.4
9.7,5.8,17,0.2,3,9.5
7.8,6.2,15.2,0.2,3.1,11.3
7.8,6.6,14.4,0.2,2.6,9.9
8,6.2,13.5,0.3,3.1,8.5
5.3,5.3,11.6,0.3,2.7,10.7
8.7,4.2,10.4,0.3,1.8,9.3
12.1,3.6,9,0.2,1.2,7
14,3.5,7.7,0.2,1.1,5.3
12.4,3.9,8.8,0.2,1.5,6.2
12.4,4.4,9.4,0.2,2.4,10.9
14.4,4.9,10.3,0.2,1.4,6.8
16.5,4.6,10.7,0.1,0.5,5.8
19,4.2,9,0.1,0.5,6.5
23.9,3.8,10.1,0.1,0.5,5.4
27.9,3.4,12.6,0.1,1.8,8.2
38,3.7,14,0.2,3.2,10.5
30.8,4.8,18.2,0.2,2.5,7.2
28.1,5.3,20.8,0.2,2.2,4.9
24.1,5.7,21.9,0.2,1.9,5.2
25.5,5.6,25.5,0.2,1.7,3.5
24.4,5.1,25,0.2,1.6,4.3
22.1,5.1,23.9,0.2,1.4,4.2
20.6,4.8,22.8,0.2,1.1,5
14.2,5,20.8,0.2,3,11.6
9.6,5.6,20.9,0.2,3.8,15.4
9.1,6.5,20.5,0.2,3.2,15.6
12.3,7.2,20.2,0.3,2,11.6
13.9,7.4,19.5,0.3,1.8,9.7
14,8,16.8,0.3,2,7.8
13.3,8,14.5,0.3,0.5,5
10.6,7.8,13.1,0.3,0.5,5.4
10.1,7,11.5,0.2,1,5.1
9.7,6,10.8,0.2,1.2,5.9
7.7,5.2,10.2,0.2,2.6,7.6
9.8,4.9,8.7,0.1,1.8,6.1
11.9,5.4,7.5,0.1,1,5.1
17.4,5.4,6.9,0.1,0.5,5.3
26.8,5.1,8.5,0.1,2.1,9.2
24.1,5.3,10.2,0.1,1.2,6.9
26.3,5.8,12,0.1,0.5,5.5
18.8,6,14.7,0.1,0.5,5.7
19.5,6.2,15.7,0.1,0.5,4.6
22.9,6.2,16.5,0.2,0.5,5
22.1,6,16.8,0.2,0.5,4.1
21.7,6.2,17.5,0.1,0.5,4.2
21.1,6.5,18.8,0.1,0.5,5.4
20.4,7.2,18.6,0.1,0,5
17.7,7.4,18.8,0.1,0.5,6.6
10.6,7.3,20.3,0.1,2.8,12.3
6.8,7.7,19.6,0.2,3,14.3
6.8,8,20.2,0.2,2,12.5
6.5,8.8,20.3,0.2,1.5,13.2
6.1,9.5,18.7,0.2,2.1,13.5
7.8,9.3,17.9,0.2,2.9,11
9.4,9.2,17.2,0.2,2.4,9.2
10.5,9.1,16.8,0.2,3.2,9
13.8,8.8,15.8,0.2,3.2,6.6
15.1,8.7,14.8,0.2,3.1,6.6
15,8.7,13.7,0.2,3.3,7.1
19.5,9.1,13.1,0.2,2.9,6.6
28.9,9.5,14,0.2,2.2,5.7
34.8,10.1,15.7,0.2,2.5,6.6
36.2,10.2,17.7,0.2,4.6,10
