next_O3,next_PM2.5,next_PM10,next_CO,next_SO2,next_NO2
39.1,11.2,20.2,0.2,3.5,6.7
33.7,11.3,21.2,0.2,2.6,5.6
30.2,11.2,21,0.2,2.6,3.8
21,10.7,20.7,0.2,3,5.2
24.8,9.2,19.6,0.2,2.2,4.3
26.1,8.8,19.3,0.2,1.9,4.5
26.1,8.9,20.5,0.2,1.7,4.3
23.1,9.5,20.2,0.2,1.9,4.9
19.6,9.3,20.1,0.2,2.3,6.3
12.4,9,19.6,0.2,2.8,11.6
10,9,18.2,0.2,3.1,13.9
11,9.3,18.1,0.2,2.3,11.6
12,9.5,17.6,0.3,2.2,9.4
10.3,9.5,17,0.3,0.5,8.4
13.1,9.5,16.1,0.3,1.8,5.6
12.3,10,14.7,0.3,1.9,4.8
11.8,10.1,13.8,0.2,1.8,5.5
10.7,10,13.9,0.2,1.8,5.9
9.6,9.5,12.2,0.2,1.9,6.2
10.8,9.4,11.1,0.2,2.2,8.1
15.7,9.6,9.9,0.2,2.9,10.3
22.1,9.8,9.7,0.2,3,7.8
24.3,10.8,11.4,0.2,4.7,11.1
31.8,10.1,13.4,0.2,4.8,11.1
42.4,10,16.9,0.2,3,6.4
37.8,10.5,18.5,0.2,2.4,4.6
32.2,10.3,18.9,0.2,2.1,3.8
28.7,10.4,18.5,0.2,2.1,3.9
23.6,10.2,17.2,0.2,2.3,7.9
21.7,10,16.5,0.2,1.7,6.5
17.4,9.9,16.3,0.2,2,7.7
13.7,9.2,16.9,0.2,2.5,11.1
15.1,8.6,17,0.2,2.3,10.2
16.3,8.1,16.7,0.2,2.4,11.9
5.1,8,16.2,0.2,3.6,17.5
9.9,8.7,15.8,0.2,2.4,10.2
2.9,9.5,15.4,0.2,2.2,17
4,10.3,15,0.3,2.6,17
2.6,11.9,15.4,0.3,1.6,14.8
4.6,12,16.1,0.3,1.6,12
3,12.2,15.9,0.3,2,10.4
5.4,12,15.1,0.3,1.9,8.7
3,10.8,14.8,0.2,1.6,12.1
5.4,9.8,14.1,0.2,1.8,15.4
11.8,9.3,15,0.3,2,11.1
19.7,9.3,16.3,0.3,1.6,3.6
21.2,8.6,16.4,0.3,2.3,8.4
25.8,8.3,16.7,0.3,1.5,4.5
28.2,7.7,15.7,0.3,1.4,3.8
31.6,6.9,14.4,0.3,1.3,2.7
30.8,6,13.8,0.3,1.2,2.7
33,5.7,13.7,0.3,1.6,3.8
30.5,5.7,14.4,0.3,1.3,3.3
27.9,6.3,14.8,0.2,1.5,4.4
22.2,6.7,16.1,0.2,1.9,7.4
20,6.7,15.5,0.2,1.4,7.6
21,7,16.3,0.2,1.4,10.2
18.7,7,15.8,0.2,1.5,10.3
16.7,7.5,15.2,0.3,1.8,10.9
10.3,8.6,16.1,0.3,2,14.8
9.4,9,15,0.3,2.9,11.8
7,9.2,16.7,0.3,1.4,13.5
10.7,10.6,16.9,0.3,0.5,7.2
13.4,10.7,15.8,0.3,0.5,5.7
13.3,10.5,16,0.3,0.5,5.8
7.4,9.8,15.3,0.3,1.1,9.8
3.6,9,15,0.2,1.5,9.6
9.5,8.6,15.1,0.2,1.4,10.2
16.8,8.2,14.6,0.2,1.5,6.8
22.3,7.9,14,0.2,1.8,6.4
24.6,7.2,13.8,0.2,1,3.2
24.7,7,14.7,0.2,0.5,3
26.9,6.9,14.4,0.2,0.5,2.7
28.6,6.5,12.9,0.2,0.5,1.2
31.4,5.7,11.5,0.2,0.5,2.8
27.7,4.9,11,0.2,0.5,10.9
28.9,4.3,10.4,0.2,0.5,2.3
30.3,4,11.2,0.2,1.1,2.8
27.1,3.8,13.4,0.2,1.1,5
27.3,3.8,13.5,0.2,0.5,5
24.6,4.5,12.4,0.2,0.5,7.5
24.6,5.6,11.2,0.2,0.5,7
25.4,6,10.1,0.2,0.5,5.9
23.3,5.7,9.4,0.2,1,7.4
15.4,5.5,9.9,0.2,1.6,10.5
15.8,5.2,11.4,0.2,2.4,9.2
15.7,6.2,12.2,0.2,2.2,6.3
17.2,7,12.4,0.2,2.2,6.1
15.4,7.3,13.8,0.2,1.9,5.9
13.7,7.3,14.5,0.2,1.9,6.7
8.7,6.6,14.1,0.2,2.4,9.5
9.4,7,14.7,0.2,2.6,11.2
14.7,7.8,15.1,0.2,3.1,13.9
30.1,8.8,17.1,0.2,3.8,12.1
50.8,10.4,21.5,0.2,4.7,13.4
42.6,12.1,26.1,0.2,2.6,7.3
47.5,12.4,27.9,0.2,2.2,5.4
40.4,12.6,28.3,0.2,1.8,4.2
32,12.1,25.3,0.2,1.6,3.5
31.4,10.7,21.4,0.2,1.6,3.4
24.1,10.1,20.1,0.2,2.1,4.5
21.1,9.5,18.4,0.2,1.5,6
18.9,9.5,18.5,0.2,1.5,10
16.1,9.4,19.3,0.2,1.9,12.1
14.1,9.5,18.9,0.2,2.2,11.2
11.7,9.5,19.5,0.2,2.4,14.5
4.6,9.2,18.7,0.2,2.7,17.6
7.4,8.6,17.2,0.3,2.1,14.3
12.1,8.1,16.5,0.3,1.7,8.5
13.7,7.5,14.6,0.3,1.6,7.4
6.7,6.9,12.7,0.3,2.9,9.6
4.7,7.2,12.1,0.3,2.2,13.5
8,7,12.5,0.2,1.7,8.7
8.4,7.1,13,0.2,1.8,8.9
11.6,7.1,12.6,0.2,2.7,10.7
14.8,6.5,12.3,0.2,2.5,10
14.3,6.9,12.4,0.2,2.3,7.5
16.5,7,11.6,0.2,3.1,7.6
28.5,6.7,12.5,0.2,3.3,8.5
28.3,7.8,14.5,0.2,3.1,7.8
32.4,8.6,15.8,0.2,3.6,9.7
33.3,8.8,18.1,0.2,3.5,7.9
31.7,9.2,19.8,0.2,4,6.9
16.2,8.8,19.5,0.2,3.4,5.5
15.9,7.9,18.6,0.2,2.9,5
13.8,6.8,16.6,0.2,2.8,4.9
14.4,6.2,16.1,0.2,2.4,5.7
9.7,5.5,15.6,0.2,2.3,9.6
3,5.7,14.9,0.2,4.4,17.3
4.8,7,15.2,0.2,4.7,17.4
11.7,8.6,16.7,0.3,2.6,11.1
3.8,9.2,15.7,0.3,4.4,18.1
6.2,10,15.9,0.3,3.8,15.5
8.8,9.4,16.3,0.3,2.7,11.1
4,8.3,14.9,0.3,2.9,15.8
1.6,8.4,16,0.3,3.6,15.9
2,7.7,16.7,0.3,3.1,15.4
2.8,8.2,17,0.3,2.3,13.1
4,8.5,17.5,0.2,1.8,11.7
7,8.1,16.6,0.2,1.9,10.4
13,7.9,14.4,0.2,1.5,8.8
18.4,8,14.5,0.2,1.7,8.7
23.7,8.5,13.6,0.2,2.8,10.2
25.2,8.9,14.7,0.2,3.9,10.2
33.1,9.1,18.9,0.2,3.2,7.4
34.4,8.7,19.2,0.2,2.1,4.9
28.4,8.1,20.5,0.2,1.8,3.9
25.9,7.4,20.4,0.2,1.6,4.6
25.9,6.8,17.6,0.2,1.8,3.8
24.6,6.6,16.5,0.2,1.7,5.9
23.4,6.1,15,0.2,1.8,6.1
18.7,6.2,14.2,0.2,2.4,8.5
16,6.5,14.4,0.2,2.4,9.7
10.6,6.2,13.7,0.2,2.2,12.6
6.8,6.3,13.8,0.2,2.2,15
10,7,13.4,0.2,2.1,11.5
10,7,13.2,0.3,2.8,11.2
4.9,7.7,13.4,0.3,2.6,12.2
9.3,8.5,13.2,0.3,1.6,7
7.9,8.1,13.2,0.3,1.3,12.1
13.5,7.7,13.2,0.3,0.5,7.4
14,7,11.8,0.2,0.5,8.4
12.1,7,12,0.2,1.3,8.8
8.3,7.9,12,0.2,1.7,10.3
15.2,8.3,12.2,0.2,0.5,8.5
22.6,8.3,14.3,0.2,1.2,7.7
23.8,7.4,14.2,0.2,2.7,9.8
33.3,6.1,15.1,0.2,2.7,7.8
36.9,6,16.1,0.2,0.5,4.9
26.5,6.8,16.6,0.3,1.1,4.6
23,7.6,16.1,0.3,1.8,4.9
22.6,8.5,15.5,0.2,1.4,4.7
20.6,8.4,14.6,0.2,1.4,4.6
16.5,7.6,12.6,0.2,1.4,7.3
17.5,6.8,11.6,0.2,0.5,5.9
18.4,6.1,11.4,0.2,1.2,5.8
15.3,6,9.9,0.2,1.1,7.6
13.1,6.2,9.3,0.2,1.1,13.4
5.5,6.6,10.3,0.3,1.9,18.3
1.6,8.2,11.7,0.3,2.4,17.6
5.6,9.1,13.9,0.3,2,13.6
6.9,9.4,15.2,0.3,1.7,15.8
6.9,10.8,16.3,0.3,2.1,9.6
5.9,9.5,15.5,0.3,3.1,8.2
4.7,8.6,14.7,0.3,3.7,10.6
4.3,9.1,15.5,0.3,3.4,10.7
5.3,8.2,15.8,0.3,2.8,11
9.1,9.5,16.9,0.3,3,10.9
11,10.5,17.7,0.3,2.5,10.9
15.3,10.7,17.4,0.3,3.6,10.9
22.4,10.4,16.8,0.3,3.8,9.2
32.4,9,15.5,0.3,3.2,8.1
38.4,8.3,15,0.3,2,10.9
42.5,8.8,16.8,0.3,2.6,3.8
28.6,8.7,17.2,0.3,2.9,2.8
25.4,8.9,17.2,0.3,3.5,5.5
26.5,8.5,16.7,0.3,3.1,4.3
18.1,6.8,14.5,0.2,2.3,16
13.9,6.7,15.8,0.2,2.5,19
9.2,6.9,17,0.2,2.5,20.1
6.3,7.3,17.5,0.3,1.9,18.5
4,8.1,18.7,0.3,1.8,15.9
1.3,8.5,17.2,0.3,2.1,16.8
1.3,8.8,17.4,0.4,2.3,15.5
3.3,8.8,17.4,0.4,2.3,14.7
2.8,8.2,17.3,0.4,2.3,12.1
1.2,8.1,18.1,0.4,1.5,12.1
2,7.8,17.8,0.4,1.5,12.1
6.3,7.9,18.1,0.4,1.2,9
2,8.1,17.2,0.3,1.8,12.6
2,8.1,17.8,0.3,1.8,12.1
2.7,8.2,18.7,0.2,2.1,12.4
7.7,9.5,20.6,0.2,2.2,14.4
18.6,10.2,22.5,0.2,2.7,10.3
26.5,10.4,22.4,0.2,1.1,6.5
33.4,10.3,22,0.2,0.5,4.1
31.1,9.6,20.9,0.2,0.5,3.7
25.8,8.8,18.8,0.2,1,3.1
23.1,7.5,16.3,0.2,1,4
25.1,6.4,14.7,0.2,1.6,12.2
24.4,6,13.5,0.2,2.3,15.5
20.9,6,13.3,0.1,1.2,18.8
11.1,6,13.4,0.1,1.1,30
15.1,6,14.2,0.2,0.5,22.7
8.4,5.8,14,0.2,0.5,15
4.5,6.1,13.8,0.3,0.5,17.6
5.5,6.7,13.8,0.3,0.5,18.4
5.3,7.5,12.8,0.3,0.5,15.8
1,7.4,13,0.4,1,15.8
11.5,7,14,0.4,1.1,12
15.5,6.5,14.2,0.4,1.4,7.5
13.3,6.3,14.1,0.3,2,7.8
7.5,6.3,13.8,0.3,2.2,13.4
4.1,6.3,13.7,0.3,2.9,14.1
2.4,6.5,14.9,0.3,3.9,12.6
4.8,7,17,0.2,3.4,11.4
6.4,7.1,18.6,0.2,3.6,14.9
19.8,7.2,19.9,0.2,2.6,10.9
33.4,8,20.3,0.3,2.1,5.6
33.9,8.5,19.5,0.3,1.9,5.7
43.3,8.8,20.2,0.3,1.8,5.6
53.9,9.9,20.7,0.3,1.7,5.1
53.4,10.2,22.1,0.3,2.4,5.1
92.2,11.3,23.7,0.3,3.7,6.4
83,13.4,26.4,0.3,4.1,8.7
82.5,14.1,27.3,0.3,4,8.7
80.4,15.1,28.3,0.3,3.4,8.3
70.7,16.6,27.8,0.3,2.7,8.6
42.5,16.1,25.2,0.3,2.4,7.1
32.6,15.7,24.3,0.3,2.4,8.9
21.4,15.2,23.1,0.3,2.9,14.1
14.8,14,22.8,0.3,3.5,17
21.1,14.1,23.2,0.3,3.9,11.6
20.2,14.2,23.7,0.3,2.3,11
16.1,15.7,24.6,0.3,2,12.7
9.6,15.7,24.9,0.3,2.6,16.3
14.9,15.8,24.8,0.3,3,11.8
18,16.6,24.3,0.3,2.4,9.5
2.2,16.3,23.2,0.2,3,15.7
3.9,15.1,22.3,0.2,3.9,12.5
5.2,14.3,20.6,0.2,3.6,13.1
5.9,12.9,19.7,0.2,3.3,16
12.6,12.5,20.4,0.3,3.9,14.9
31,12.5,20.3,0.3,2.6,9.1
44,11.4,21.3,0.3,2.5,8.9
45.8,12.4,22.1,0.3,2.5,10.9
50.5,11.8,21.9,0.3,1.7,10.9
47.6,12.2,23,0.3,1.5,10.9
44.8,12.5,23.8,0.3,1.9,10.9
41.1,11.3,22.9,0.3,3,10.9
43.8,10.4,23.2,0.3,2,5.9
46,9.8,22.2,0.2,1.4,8.4
42.7,9.5,20.1,0.3,2.2,11.7
28.8,9.9,20.6,0.3,2.7,14.4
6.9,11.3,20.3,0.3,1.2,15.6
10,10.6,19.6,0.3,1.5,24.8
19,10.1,21.7,0.3,1.4,16
17.6,10.6,22.1,0.3,3.1,14.7
10.3,12,22,0.3,2.2,16.9
4.5,13.1,23.9,0.3,2.7,14.1
2.5,13.9,23.3,0.3,3.3,13.1
1.3,13.3,23.1,0.3,2.5,15.7
4.6,12.5,22.7,0.3,3,12
3.4,12.2,21.2,0.3,3.2,13.4
6,12,21.9,0.3,3.1,14.2
19.6,12.1,21.9,0.3,1.9,16.9
43.6,11.2,23,0.3,1.8,14.1
75.8,12.6,26,0.3,1.8,10.2
95.2,14.1,27.5,0.4,2.3,7.7
115.7,15.6,29.9,0.4,3.4,7.9
133.5,19.9,34,0.4,3.9,7.8
118.6,24.7,38.4,0.4,3.6,10.9
104.9,28.8,41,0.4,2.7,6.6
101.6,31.8,44,0.4,2.3,6.1
102,32.6,44.4,0.4,2.3,6.9
95.7,33.5,43.6,0.4,2,9.5
91.9,35.5,44.4,0.4,2.1,8.8
82.5,36.7,46,0.4,3.7,12.9
83.3,39,47.4,0.4,2.3,9.8
77.7,39.8,49.1,0.4,2.1,10.1
68.8,41,51.8,0.5,1.7,11.3
74.9,43,53.8,0.5,3.6,6.8
71,45.5,55.6,0.5,3.8,10.9
39.6,45.9,56.8,0.5,2.6,10.3
31.1,45.5,55.6,0.5,2.3,10.3
35.1,44.2,54.2,0.4,2.7,11.2
17.2,40.8,53.2,0.4,2.3,13
11.9,38.8,50.4,0.4,2.9,18.3
33.7,37.1,50.2,0.4,3.3,11.2
41.9,35.9,47.9,0.4,3.7,13.1
60.4,35.2,46.6,0.4,3.9,7.8
74.1,33.3,46.8,0.4,3.8,7.2
90.4,32.6,45.4,0.3,3.5,6
91.3,32.6,47.6,0.3,3.1,5.2
97.9,31.5,46.7,0.4,3.3,4.8
90.8,30.8,43.5,0.4,3.4,4.7
78.3,29.3,42.2,0.3,2.9,3.8
71.3,28.9,40.9,0.3,3.9,7.7
70.8,27.8,39.9,0.3,4.1,9.3
63.7,28.8,40.6,0.3,3.1,9.6
49.1,29.5,40.5,0.3,3.3,10.2
29.9,28.6,39.7,0.3,3.5,12.1
21.2,27.2,36.7,0.3,2.6,14.8
25.7,24.8,34,0.3,3.2,11.7
21.3,21.8,30.7,0.3,3,10.6
22.6,19.1,26.7,0.3,2.1,10
24.7,17,25.1,0.3,1.2,6.4
25.4,16,25.2,0.3,1.3,5.8
18.6,15,25,0.3,0.5,7.1
11.2,15.2,24.8,0.3,1,8.2
8,14.2,24.6,0.2,1.5,9.7
18,14.5,24.8,0.2,1.6,7.8
27.2,14.4,25,0.2,1.2,5.5
28,13.4,24,0.2,1.5,5.6
32.8,13.5,22.4,0.2,1.1,4.2
37.9,11.9,20.5,0.2,1.6,3.2
42.6,11.3,18.1,0.2,2,3.9
46.4,11.1,17.6,0.2,1.6,3.5
49.5,11.6,18.9,0.2,1.7,4.4
22.6,12.5,20.2,0.2,1,3.9
23,11.9,20.7,0.2,1,7.9
19.2,11.5,20.8,0.2,2.4,12.5
19.2,11,19.6,0.2,1.1,6.7
16.6,9.9,18.3,0.2,0.5,8.3
11.3,9.4,17.7,0.2,1.1,9.8
8,8.6,16.8,0.2,2.3,9.9
7.6,7.2,15.5,0.2,2.2,9.9
8.8,6,13.3,0.2,1.7,7.7
8.4,5,11.5,0.2,1.9,7.6
5.8,4.5,10.6,0.2,1.5,9
4,4,10,0.2,0.5,10.1
2,4.1,9.1,0.2,0.5,10.5
1.2,4.3,9.5,0.2,1.6,11
2,4.2,10.1,0.2,0.5,12
6.5,4.2,10.8,0.2,1.9,12.4
5.8,5.1,12.5,0.2,0.5,12.7
6.8,6,13.6,0.2,0.5,12.1
11.9,7.5,13.3,0.2,0.5,8.9
16.1,8.4,12.6,0.2,1.3,8.9
22.2,7.8,10.8,0.3,0.5,9
22.3,8.2,10.9,0.3,0.5,10.9
28.3,8,10.6,0.3,0.5,8.3
23.5,8.4,11.8,0.3,1,10.2
21.5,8.6,11.8,0.3,0,11
19.5,7.7,11.1,0.3,0,10.9
20.9,7,9.8,0.3,0.5,11.9
22.3,6.6,8.6,0.3,2,10.3
18.1,6.8,9,0.3,2,10.4
16.1,7.1,9.5,0.3,0,10.8
18.7,6.9,9.1,0.3,0,7.9
18.7,6.3,9.1,0.3,0,6.9
19.6,6.2,8.4,0.3,0,5.9
20.1,5.6,6.5,0.3,0,4.4
19.7,5.5,6.2,0.2,0.5,4.3
17.8,5.7,6,0.2,0.5,4.3
17.1,5.2,6,0.2,0.5,4.6
17.6,5.1,5.7,0.2,0.5,4.1
17.9,4.8,5.7,0.1,0.5,3.5
14.6,4.1,5.7,0.1,0.5,5.4
9.3,3.8,5.5,0.1,1.6,11.7
12,4.1,5,0.1,1.1,9.4
17.1,4.5,6,0.1,1.5,7.5
23.4,4.8,7,0.1,1.3,6.4
30.7,4.5,7,0.1,1.4,6.5
32.4,5.6,7,0.1,1.1,7
31.5,5.3,9.7,0.2,1.9,6.2
30.1,5.8,9,0.2,3.9,7.4
29.7,6.5,11.3,0.2,4.1,9.2
30.8,5.7,13.5,0.2,2.2,7
26.4,6.1,13.4,0.3,2.6,12
25.6,6.3,15.7,0.3,1.9,10.6
21.8,6.6,14.9,0.3,2.9,11.3
21.1,7.1,15,0.3,2.3,8.3
16.9,6.9,15.9,0.3,2.5,10.6
13.4,6.8,16.7,0.3,3.5,13
11.3,8.1,18.3,0.3,3.4,10.3
12,8.2,17,0.3,3.5,7.5
10.3,8.8,13.9,0.3,0.5,8.2
12.2,8.8,12.8,0.3,1.4,7.4
12.4,7.7,11.3,0.3,1.6,8.7
8.6,7.6,11.9,0.3,2.8,12
8.5,7.7,12.3,0.3,2.2,12.8
9.4,8.5,13,0.2,0.5,7.3
8.1,8.7,14.1,0.2,0.5,7.7
11,8.2,13.8,0.2,0.5,7.7
14.7,9,13.5,0.2,1,9.8
25.8,8.5,12.1,0.2,1.7,11.3
45.3,8.3,12,0.2,2.6,9.5
51.9,8.8,13.1,0.3,2.6,7.7
48.3,8.6,14.9,0.3,2.3,5.1
49.8,8.5,15.7,0.3,2.5,5
42.7,9.4,15,0.3,2,4.3
43.1,9.2,14.6,0.2,1.1,12.4
31.3,9.2,14.7,0.2,1.4,10.3
15,9,14.1,0.2,2.2,23.5
12.4,8.2,15.2,0.3,2.4,25.1
6.8,8,16.1,0.3,2.3,28.5
2,8.2,16.8,0.3,3,28.9
1,9.1,19.3,0.4,3.2,25.9
2.2,9.9,20.4,0.5,3.4,21.5
1.9,11.3,21.8,0.5,3.9,18.6
1.3,10.3,22.2,0.5,2.7,17.2
1.2,10.4,21.5,0.6,2.6,13.7
1.4,10,22.1,0.5,2.5,11.7
0.5,9.3,23,0.5,0.5,10.4
0.5,10,23.5,0.5,0.5,8.5
1.7,9.9,25.1,0.4,0.5,6.9
2.5,9.7,25.7,0.3,0.5,6.7
4.4,9.6,26.1,0.3,0.5,8.2
13.2,9.6,27.3,0.3,2,7.3
25.7,9.3,25.8,0.3,0,7.6
44,8.6,23.9,0.3,1.2,7.2
53.2,7.3,22,0.3,1.2,6.5
62.4,7.4,20.3,0.3,2.2,7.4
40.1,8.1,21.4,0.3,2,5.6
32.6,8.4,20.7,0.3,1.7,6.2
24,8.6,20,0.3,1.1,6.2
22.8,7.8,18.9,0.2,1.8,7.8
13.9,6.2,16.9,0.2,1.3,7.2
14.8,6.1,16.1,0.2,0,8.5
16.2,6.1,15.4,0.2,2,9
15.4,6.3,14.7,0.2,0,7.8
4.6,6.5,14.2,0.2,1.1,17
2.5,6.9,15.4,0.2,1.3,17.3
2.6,7.4,15.8,0.3,0.5,14.4
4.3,7.5,16.9,0.3,2.4,11.6
1.8,7.1,17,0.3,2.5,13.6
1.6,7.3,17.5,0.3,2.6,13.8
2,6.8,18.2,0.3,3,13.9
3.4,6.8,18.2,0.3,3.6,12.8
5.8,8,18.8,0.3,1.8,12.6
8,8.3,18.5,0.3,0.5,12.6
17.1,9.1,18.5,0.3,0.5,12
30.8,9.9,18.9,0.3,0.5,6.2
33.5,9.9,19,0.3,1,4
32.8,9.8,19.4,0.3,0.5,5.6
37.1,10.5,20,0.3,1.3,4
37.5,10.7,19.9,0.3,1.8,3.7
36.4,11.2,20.7,0.3,1.8,3.2
37.6,12,20.6,0.3,1.8,3.6
39.9,11.9,20.7,0.3,2.9,3.8
37.1,12.1,20.2,0.2,3.3,4.1
38.4,12,19.7,0.2,3,5.3
35.5,11.8,20.1,0.2,1.5,6.6
37.6,11.8,19.6,0.2,0,6.4
36.4,12.5,20,0.2,0.5,6.9
30.5,13,19.5,0.3,0.5,7.3
28.4,12.7,18.4,0.3,1.3,6.4
20.6,12.2,18.2,0.3,1.5,10.5
17.6,11.4,17.7,0.3,2,12.5
13.9,12,19.2,0.3,1.8,12.1
16.8,12.1,20.9,0.3,2.1,9.3
17.6,12.7,21.7,0.3,1.8,7.4
15.9,13.1,23.2,0.3,1.9,7.3
14.3,12.7,22.7,0.3,2.4,7.5
12,13,22.7,0.2,0.5,9.6
14,13.2,23.5,0.2,0.5,10.2
27.7,13.6,23.9,0.2,0.5,6.7
33.2,13.5,23.8,0.2,0,7
35.1,13.5,24.4,0.2,0.5,3.5
36.1,12.9,23.1,0.2,0.5,2.9
34.3,11.7,21.8,0.2,1.4,3.4
32,10.2,21,0.2,1.8,3.2
33.9,9.2,17.5,0.2,1.8,2.9
33.3,9.2,16.9,0.2,1.6,3.1
32.6,9.1,15.7,0.2,1.3,3.8
33.8,10.1,15.5,0.2,1.4,2.7
28.6,10.3,16.2,0.2,0,5.8
24.2,9.8,16.3,0.2,0.5,7.8
21.2,9.3,17,0.2,0.5,9.7
13.2,9.3,18.2,0.2,2.8,13.5
11,10.2,18.9,0.2,3.1,14.8
9.2,11.5,18.7,0.2,2.3,15.4
5.2,12.5,18.8,0.2,1.6,16.9
6.6,13.2,18.8,0.3,2.3,11.3
8.5,12.4,19.3,0.3,2.5,10.6
11.8,11.5,20,0.3,2.1,9.1
11,11,19.2,0.3,2.4,8.7
12.1,10.6,18.6,0.2,2,7.6
14,10.7,18.4,0.2,1.2,7.4
17.6,11.2,18.1,0.2,0.5,7.4
20.6,11.3,18,0.2,0.5,6.4
28.2,10.3,17,0.2,0.5,4.6
33.9,9.2,16.5,0.2,0.5,3.8
36.3,8.5,15.5,0.2,1.1,4
35,8.2,14.9,0.2,1.4,4.3
35.7,7.8,13.2,0.2,1.8,3.6
31.5,7.7,12.5,0.2,2.2,3.8
31.1,8,12.2,0.2,1.7,5.1
29.3,8,12.4,0.2,1.6,6.1
30.5,7.9,13.5,0.2,1.5,6.1
27.8,8.5,13.5,0.2,0.5,8.1
21.7,9,13.8,0.2,0.5,11.1
17.3,9.6,13.9,0.2,2.3,13.1
9.8,11.1,14.5,0.3,2.2,15
8.6,11.5,15.4,0.3,1.6,16.3
10.8,11.4,15.9,0.3,1.7,13.4
11.2,12,17,0.3,2.1,12.4
11.1,12,17.8,0.3,3.1,11.8
11.3,12.7,17.6,0.3,3.6,11.9
11.6,13.1,18.8,0.3,3.7,10.3
12.8,12.7,19.1,0.3,3.6,8.2
14.1,13.1,20,0.2,3.6,7.5
10.9,13.6,20.5,0.2,2.4,10.3
9.2,13.5,20.3,0.2,2,11.1
16.4,14.1,21.7,0.2,2.1,14
30.9,14.7,22.6,0.2,2.9,11.3
45.5,15,24.2,0.2,3.3,8.8
54.6,16.4,25.5,0.3,2.7,5.1
42.2,16.1,26,0.3,1.9,2.9
42.9,14.8,24.5,0.3,2,2.7
44.3,13.8,23.2,0.3,2.3,3.4
39.5,12.4,21.7,0.2,2.5,3.6
36.5,12,20.2,0.2,2.1,4.8
33.6,12.1,19.9,0.2,1.2,9.9
28.3,12.5,19.5,0.2,2.9,14.8
25.5,12.9,19.4,0.2,2.9,17.2
24.5,12.7,18,0.2,2,15
27.3,13.1,17,0.2,1.5,12.7
24.6,12.8,16,0.2,1.7,12.8
20,11.8,14.2,0.3,1.6,13.4
7.7,11.7,12.3,0.3,1.9,18.3
8.6,11.8,13,0.3,1.6,11.4
8.9,11.6,14.2,0.3,1.4,9.2
8.6,10.9,15.3,0.3,1.9,8.6
7.5,10.5,16.8,0.3,2,8.2
10,9.8,17.2,0.3,2.2,7.8
8,9.4,17.6,0.2,2.4,11
8.1,9.5,17.8,0.2,1.8,11.4
15.4,9.6,19,0.2,1.5,10.3
22.5,9.7,19.1,0.3,2.9,14.2
35.9,9.7,21,0.3,3.1,12.9
51.4,10.3,22.8,0.3,2.4,14.7
48.2,11.6,25.2,0.3,2.2,13.9
56.4,13.3,27.2,0.3,2.4,10.6
46.4,14.3,27.5,0.3,3.3,11
20.6,14.2,27.7,0.4,4.8,17
14.5,13.6,25.5,0.3,3,18.2
18.1,11.5,22.3,0.3,3.8,15.6
15.6,10,18.6,0.3,2.6,16.7
10.9,8.9,15.2,0.3,2.2,17.1
5.2,7.3,13.1,0.3,2.3,23.9
4.2,6.4,11.9,0.3,2.2,22
2.1,6,11.7,0.4,2,21.2
2.9,6.2,12.5,0.4,1.6,16.2
5.3,6.3,12.9,0.4,1.7,11.5
2.1,6.5,12.9,0.4,1.5,15.4
1,6.3,13.1,0.4,1.9,11.2
1,6,13.3,0.4,2.4,8.8
1.2,6.3,14.6,0.4,2.3,7.8
1.8,6.7,16.5,0.3,2.5,7.9
5.3,7.1,18.6,0.3,2.2,9.2
10.9,7.8,19.6,0.3,2.3,9.2
22,7.8,19.1,0.3,3.6,10.7
42,7.7,19.2,0.3,3.5,10.2
61.5,8,17.7,0.3,3.6,10.5
66.7,8.1,18.1,0.3,2.2,7
71.7,9.5,19.5,0.3,1,5.7
70.5,10,20,0.3,0.5,6.3
58.7,10.4,21.3,0.3,1.1,9.9
32.4,10.4,21.8,0.3,0,16.3
29.1,10,20.5,0.3,2,10.9
10.6,10.7,19.7,0.3,0,10.9
5.7,10.8,17.9,0.3,1.4,33
6.5,11.6,17,0.4,2,31.2
6.3,12.4,18.8,0.5,1.9,25.2
3.4,12.5,19.9,0.5,2.4,21.7
2.4,12.5,23,0.5,2.1,22.5
5.8,12.5,24.2,0.6,1.6,21.2
7.3,11.8,23.8,0.6,1.3,13.8
8,11.6,24.1,0.6,1.8,11.8
2.5,11.2,22.8,0.6,2.4,12
1.5,10,23.2,0.5,2.3,12.2
1.1,9.5,24,0.5,2.4,9.7
2.5,9.4,26.2,0.4,1.9,7.9
3.6,9.3,28.2,0.3,2.2,8.3
6.2,10.1,29,0.3,3.4,9.1
20.6,10.3,29.7,0.3,5.1,8.1
35.4,9.7,27.3,0.2,4.2,8
43.3,9.6,25.3,0.2,2.8,6.7
54,9.2,23.7,0.2,2.5,5.4
47,8.9,22.8,0.2,2.9,4.5
43.1,9.3,21.7,0.2,3.7,3.7
41.1,9.1,21.3,0.2,3.7,4.5
46.5,8.2,20.1,0.2,2,10.9
32.9,8.9,18.3,0.2,2,3.6
22.9,9.3,19.5,0.2,3.1,4.6
17.6,9.1,17.9,0.2,2.7,10
16.2,9.6,15.6,0.2,2.4,11.4
13.1,8.6,14.4,0.2,2.2,11.5
6.9,7.6,12.6,0.3,2.5,13
